Financial Benchmarks India Pvt Ltd
Reference Rates
Date,Time,Currency Pairs,Rate,Comments
12 Jan 2022,1:30:00 PM,INR / 100 JPY,64.16,
11 Jan 2022,1:30:00 PM,INR / 1 USD,73.9319,
11 Jan 2022,1:30:00 PM,INR / 1 GBP,100.481,
11 Jan 2022,1:30:00 PM,INR / 1 EUR,83.8472,
11 Jan 2022,1:30:00 PM,INR / 100 JPY,64.16,
10 Jan 2022,1:30:00 PM,INR / 1 USD,74.163,
10 Jan 2022,1:30:00 PM,INR / 1 GBP,100.721,
10 Jan 2022,1:30:00 PM,INR / 1 EUR,84.0232,
10 Jan 2022,1:30:00 PM,INR / 100 JPY,64.04,
07 Jan 2022,1:30:00 PM,INR / 1 USD,74.2939,
07 Jan 2022,1:30:00 PM,INR / 1 GBP,100.612,
07 Jan 2022,1:30:00 PM,INR / 1 EUR,83.966,
07 Jan 2022,1:30:00 PM,INR / 100 JPY,64.08,
06 Jan 2022,1:30:00 PM,INR / 1 USD,74.4398,
06 Jan 2022,1:30:00 PM,INR / 1 GBP,100.684,
06 Jan 2022,1:30:00 PM,INR / 1 EUR,84.1467,
06 Jan 2022,1:30:00 PM,INR / 100 JPY,64.25,
05 Jan 2022,1:30:00 PM,INR / 1 USD,74.484,
05 Jan 2022,1:30:00 PM,INR / 1 GBP,100.774,
05 Jan 2022,1:30:00 PM,INR / 1 EUR,84.1247,
05 Jan 2022,1:30:00 PM,INR / 100 JPY,64.2,
04 Jan 2022,1:30:00 PM,INR / 1 USD,74.5717,
04 Jan 2022,1:30:00 PM,INR / 1 GBP,100.394,
04 Jan 2022,1:30:00 PM,INR / 1 EUR,84.2431,
04 Jan 2022,1:30:00 PM,INR / 100 JPY,64.41,
03 Jan 2022,1:30:00 PM,INR / 1 USD,74.3115,
03 Jan 2022,1:30:00 PM,INR / 1 GBP,100.359,
03 Jan 2022,1:30:00 PM,INR / 1 EUR,84.3049,
03 Jan 2022,1:30:00 PM,INR / 100 JPY,64.43,
31 Dec 2021,1:30:00 PM,INR / 1 USD,74.3025,
31 Dec 2021,1:30:00 PM,INR / 1 GBP,100.301,
31 Dec 2021,1:30:00 PM,INR / 1 EUR,84.045,
31 Dec 2021,1:30:00 PM,INR / 100 JPY,64.54,
30 Dec 2021,1:30:00 PM,INR / 1 USD,74.5823,
30 Dec 2021,1:30:00 PM,INR / 1 GBP,100.526,
30 Dec 2021,1:30:00 PM,INR / 1 EUR,84.4321,
30 Dec 2021,1:30:00 PM,INR / 100 JPY,64.77,
29 Dec 2021,1:30:00 PM,INR / 1 USD,74.7375,
29 Dec 2021,1:30:00 PM,INR / 1 GBP,100.334,
29 Dec 2021,1:30:00 PM,INR / 1 EUR,84.4798,
29 Dec 2021,1:30:00 PM,INR / 100 JPY,65.04,
28 Dec 2021,1:30:00 PM,INR / 1 USD,74.8528,
28 Dec 2021,1:30:00 PM,INR / 1 GBP,100.555,
28 Dec 2021,1:30:00 PM,INR / 1 EUR,84.7803,
28 Dec 2021,1:30:00 PM,INR / 100 JPY,65.16,
27 Dec 2021,1:30:00 PM,INR / 1 USD,75.1082,
27 Dec 2021,1:30:00 PM,INR / 1 GBP,100.632,
27 Dec 2021,1:30:00 PM,INR / 1 EUR,84.9819,
27 Dec 2021,1:30:00 PM,INR / 100 JPY,65.62,
24 Dec 2021,1:30:00 PM,INR / 1 USD,75.1462,
24 Dec 2021,1:30:00 PM,INR / 1 GBP,100.655,
24 Dec 2021,1:30:00 PM,INR / 1 EUR,85.1331,
24 Dec 2021,1:30:00 PM,INR / 100 JPY,65.69,
23 Dec 2021,1:30:00 PM,INR / 1 USD,75.3481,
23 Dec 2021,1:30:00 PM,INR / 1 GBP,100.599,
23 Dec 2021,1:30:00 PM,INR / 1 EUR,85.4216,
23 Dec 2021,1:30:00 PM,INR / 100 JPY,65.98,
22 Dec 2021,1:30:00 PM,INR / 1 USD,75.5947,
22 Dec 2021,1:30:00 PM,INR / 1 GBP,100.176,
22 Dec 2021,1:30:00 PM,INR / 1 EUR,85.2109,
22 Dec 2021,1:30:00 PM,INR / 100 JPY,66.23,
21 Dec 2021,1:30:00 PM,INR / 1 USD,75.5925,
21 Dec 2021,1:30:00 PM,INR / 1 GBP,99.902,
21 Dec 2021,1:30:00 PM,INR / 1 EUR,85.2497,
21 Dec 2021,1:30:00 PM,INR / 100 JPY,66.45,
20 Dec 2021,1:30:00 PM,INR / 1 USD,75.9865,
20 Dec 2021,1:30:00 PM,INR / 1 GBP,100.47,
20 Dec 2021,1:30:00 PM,INR / 1 EUR,85.5172,
20 Dec 2021,1:30:00 PM,INR / 100 JPY,66.97,
17 Dec 2021,1:30:00 PM,INR / 1 USD,76.1733,
17 Dec 2021,1:30:00 PM,INR / 1 GBP,101.549,
17 Dec 2021,1:30:00 PM,INR / 1 EUR,86.3927,
17 Dec 2021,1:30:00 PM,INR / 100 JPY,67.07,
16 Dec 2021,1:30:00 PM,INR / 1 USD,76.2528,
16 Dec 2021,1:30:00 PM,INR / 1 GBP,101.02,
16 Dec 2021,1:30:00 PM,INR / 1 EUR,86.0681,
16 Dec 2021,1:30:00 PM,INR / 100 JPY,66.77,
15 Dec 2021,1:30:00 PM,INR / 1 USD,76.0433,
15 Dec 2021,1:30:00 PM,INR / 1 GBP,100.692,
15 Dec 2021,1:30:00 PM,INR / 1 EUR,85.7094,
15 Dec 2021,1:30:00 PM,INR / 100 JPY,66.87,
14 Dec 2021,1:30:00 PM,INR / 1 USD,75.8985,
14 Dec 2021,1:30:00 PM,INR / 1 GBP,100.291,
14 Dec 2021,1:30:00 PM,INR / 1 EUR,85.6251,
14 Dec 2021,1:30:00 PM,INR / 100 JPY,66.8,
13 Dec 2021,1:30:00 PM,INR / 1 USD,75.706,
13 Dec 2021,1:30:00 PM,INR / 1 GBP,100.184,
13 Dec 2021,1:30:00 PM,INR / 1 EUR,85.4564,
13 Dec 2021,1:30:00 PM,INR / 100 JPY,66.67,
10 Dec 2021,1:30:00 PM,INR / 1 USD,75.7189,
10 Dec 2021,1:30:00 PM,INR / 1 GBP,100.121,
10 Dec 2021,1:30:00 PM,INR / 1 EUR,85.5518,
10 Dec 2021,1:30:00 PM,INR / 100 JPY,66.68,
09 Dec 2021,1:30:00 PM,INR / 1 USD,75.4992,
09 Dec 2021,1:30:00 PM,INR / 1 GBP,99.7702,
09 Dec 2021,1:30:00 PM,INR / 1 EUR,85.5602,
09 Dec 2021,1:30:00 PM,INR / 100 JPY,66.43,
08 Dec 2021,1:30:00 PM,INR / 1 USD,75.4733,
08 Dec 2021,1:30:00 PM,INR / 1 GBP,99.9991,
08 Dec 2021,1:30:00 PM,INR / 1 EUR,85.2114,
08 Dec 2021,1:30:00 PM,INR / 100 JPY,66.48,
07 Dec 2021,1:30:00 PM,INR / 1 USD,75.3532,
07 Dec 2021,1:30:00 PM,INR / 1 GBP,100.119,
07 Dec 2021,1:30:00 PM,INR / 1 EUR,85.0989,
07 Dec 2021,1:30:00 PM,INR / 100 JPY,66.26,
06 Dec 2021,1:30:00 PM,INR / 1 USD,75.2978,
06 Dec 2021,1:30:00 PM,INR / 1 GBP,99.6044,
06 Dec 2021,1:30:00 PM,INR / 1 EUR,84.964,
06 Dec 2021,1:30:00 PM,INR / 100 JPY,66.6,
03 Dec 2021,1:30:00 PM,INR / 1 USD,74.9852,
03 Dec 2021,1:30:00 PM,INR / 1 GBP,99.6678,
03 Dec 2021,1:30:00 PM,INR / 1 EUR,84.6888,
03 Dec 2021,1:30:00 PM,INR / 100 JPY,66.21,
02 Dec 2021,1:30:00 PM,INR / 1 USD,74.9989,
02 Dec 2021,1:30:00 PM,INR / 1 GBP,99.656,
02 Dec 2021,1:30:00 PM,INR / 1 EUR,84.9243,
02 Dec 2021,1:30:00 PM,INR / 100 JPY,66.33,
01 Dec 2021,1:30:00 PM,INR / 1 USD,74.9163,
01 Dec 2021,1:30:00 PM,INR / 1 GBP,99.8554,
01 Dec 2021,1:30:00 PM,INR / 1 EUR,84.9166,
01 Dec 2021,1:30:00 PM,INR / 100 JPY,65.96,
30 Nov 2021,1:30:00 PM,INR / 1 USD,75.0885,
30 Nov 2021,1:30:00 PM,INR / 1 GBP,99.9863,
30 Nov 2021,1:30:00 PM,INR / 1 EUR,84.9366,
30 Nov 2021,1:30:00 PM,INR / 100 JPY,66.34,
29 Nov 2021,1:30:00 PM,INR / 1 USD,75.091,
29 Nov 2021,1:30:00 PM,INR / 1 GBP,100.14,
29 Nov 2021,1:30:00 PM,INR / 1 EUR,84.7092,
29 Nov 2021,1:30:00 PM,INR / 100 JPY,66.4,
26 Nov 2021,1:30:00 PM,INR / 1 USD,74.7148,
26 Nov 2021,1:30:00 PM,INR / 1 GBP,99.3607,
26 Nov 2021,1:30:00 PM,INR / 1 EUR,83.8504,
26 Nov 2021,1:30:00 PM,INR / 100 JPY,65.2,
25 Nov 2021,1:30:00 PM,INR / 1 USD,74.5068,
25 Nov 2021,1:30:00 PM,INR / 1 GBP,99.4646,
25 Nov 2021,1:30:00 PM,INR / 1 EUR,83.5619,
25 Nov 2021,1:30:00 PM,INR / 100 JPY,64.57,
24 Nov 2021,1:30:00 PM,INR / 1 USD,74.4063,
24 Nov 2021,1:30:00 PM,INR / 1 GBP,99.5502,
24 Nov 2021,1:30:00 PM,INR / 1 EUR,83.6486,
24 Nov 2021,1:30:00 PM,INR / 100 JPY,64.71,
23 Nov 2021,1:30:00 PM,INR / 1 USD,74.5042,
23 Nov 2021,1:30:00 PM,INR / 1 GBP,99.7283,
23 Nov 2021,1:30:00 PM,INR / 1 EUR,83.7104,
23 Nov 2021,1:30:00 PM,INR / 100 JPY,64.73,
22 Nov 2021,1:30:00 PM,INR / 1 USD,74.3836,
22 Nov 2021,1:30:00 PM,INR / 1 GBP,99.982,
22 Nov 2021,1:30:00 PM,INR / 1 EUR,83.8645,
22 Nov 2021,1:30:00 PM,INR / 100 JPY,65.16,
18 Nov 2021,1:30:00 PM,INR / 1 USD,74.1552,
18 Nov 2021,1:30:00 PM,INR / 1 GBP,100.048,
18 Nov 2021,1:30:00 PM,INR / 1 EUR,83.919,
18 Nov 2021,1:30:00 PM,INR / 100 JPY,64.91,
17 Nov 2021,1:30:00 PM,INR / 1 USD,74.3753,
17 Nov 2021,1:30:00 PM,INR / 1 GBP,99.9659,
17 Nov 2021,1:30:00 PM,INR / 1 EUR,84.0843,
17 Nov 2021,1:30:00 PM,INR / 100 JPY,64.76,
16 Nov 2021,1:30:00 PM,INR / 1 USD,74.4535,
16 Nov 2021,1:30:00 PM,INR / 1 GBP,99.935,
16 Nov 2021,1:30:00 PM,INR / 1 EUR,84.6988,
16 Nov 2021,1:30:00 PM,INR / 100 JPY,65.2,
15 Nov 2021,1:30:00 PM,INR / 1 USD,74.3548,
15 Nov 2021,1:30:00 PM,INR / 1 GBP,99.8684,
15 Nov 2021,1:30:00 PM,INR / 1 EUR,85.1878,
15 Nov 2021,1:30:00 PM,INR / 100 JPY,65.3,
12 Nov 2021,1:30:00 PM,INR / 1 USD,74.4694,
12 Nov 2021,1:30:00 PM,INR / 1 GBP,99.5646,
12 Nov 2021,1:30:00 PM,INR / 1 EUR,85.2238,
12 Nov 2021,1:30:00 PM,INR / 100 JPY,65.18,
11 Nov 2021,1:30:00 PM,INR / 1 USD,74.4749,
11 Nov 2021,1:30:00 PM,INR / 1 GBP,99.9925,
11 Nov 2021,1:30:00 PM,INR / 1 EUR,85.5091,
11 Nov 2021,1:30:00 PM,INR / 100 JPY,65.37,
10 Nov 2021,1:30:00 PM,INR / 1 USD,74.1659,
10 Nov 2021,1:30:00 PM,INR / 1 GBP,100.507,
10 Nov 2021,1:30:00 PM,INR / 1 EUR,85.8713,
10 Nov 2021,1:30:00 PM,INR / 100 JPY,65.69,
09 Nov 2021,1:30:00 PM,INR / 1 USD,73.9191,
09 Nov 2021,1:30:00 PM,INR / 1 GBP,100.345,
09 Nov 2021,1:30:00 PM,INR / 1 EUR,85.7782,
09 Nov 2021,1:30:00 PM,INR / 100 JPY,65.52,
08 Nov 2021,1:30:00 PM,INR / 1 USD,74.1106,
08 Nov 2021,1:30:00 PM,INR / 1 GBP,99.9703,
08 Nov 2021,1:30:00 PM,INR / 1 EUR,85.7079,
08 Nov 2021,1:30:00 PM,INR / 100 JPY,65.23,
03 Nov 2021,1:30:00 PM,INR / 1 USD,74.5684,
03 Nov 2021,1:30:00 PM,INR / 1 GBP,101.646,
03 Nov 2021,1:30:00 PM,INR / 1 EUR,86.3726,
03 Nov 2021,1:30:00 PM,INR / 100 JPY,65.49,
02 Nov 2021,1:30:00 PM,INR / 1 USD,74.7616,
02 Nov 2021,1:30:00 PM,INR / 1 GBP,102.015,
02 Nov 2021,1:30:00 PM,INR / 1 EUR,86.7464,
02 Nov 2021,1:30:00 PM,INR / 100 JPY,65.76,
01 Nov 2021,1:30:00 PM,INR / 1 USD,74.9298,
01 Nov 2021,1:30:00 PM,INR / 1 GBP,102.484,
01 Nov 2021,1:30:00 PM,INR / 1 EUR,86.5994,
01 Nov 2021,1:30:00 PM,INR / 100 JPY,65.59,
29 Oct 2021,1:30:00 PM,INR / 1 USD,74.7858,
29 Oct 2021,1:30:00 PM,INR / 1 GBP,103.11,
29 Oct 2021,1:30:00 PM,INR / 1 EUR,87.2616,
29 Oct 2021,1:30:00 PM,INR / 100 JPY,65.86,
28 Oct 2021,1:30:00 PM,INR / 1 USD,74.8216,
28 Oct 2021,1:30:00 PM,INR / 1 GBP,102.838,
28 Oct 2021,1:30:00 PM,INR / 1 EUR,86.8275,
28 Oct 2021,1:30:00 PM,INR / 100 JPY,65.9,
27 Oct 2021,1:30:00 PM,INR / 1 USD,74.9519,
27 Oct 2021,1:30:00 PM,INR / 1 GBP,103.16,
27 Oct 2021,1:30:00 PM,INR / 1 EUR,86.9302,
27 Oct 2021,1:30:00 PM,INR / 100 JPY,65.72,
26 Oct 2021,1:30:00 PM,INR / 1 USD,75.1167,
26 Oct 2021,1:30:00 PM,INR / 1 GBP,103.437,
26 Oct 2021,1:30:00 PM,INR / 1 EUR,87.1754,
26 Oct 2021,1:30:00 PM,INR / 100 JPY,65.93,
25 Oct 2021,1:30:00 PM,INR / 1 USD,75.0191,
25 Oct 2021,1:30:00 PM,INR / 1 GBP,103.299,
25 Oct 2021,1:30:00 PM,INR / 1 EUR,87.4173,
25 Oct 2021,1:30:00 PM,INR / 100 JPY,66.02,
22 Oct 2021,1:30:00 PM,INR / 1 USD,74.7836,
22 Oct 2021,1:30:00 PM,INR / 1 GBP,103.156,
22 Oct 2021,1:30:00 PM,INR / 1 EUR,87.0137,
22 Oct 2021,1:30:00 PM,INR / 100 JPY,65.63,
21 Oct 2021,1:30:00 PM,INR / 1 USD,74.7635,
21 Oct 2021,1:30:00 PM,INR / 1 GBP,103.298,
21 Oct 2021,1:30:00 PM,INR / 1 EUR,87.1359,
21 Oct 2021,1:30:00 PM,INR / 100 JPY,65.55,
20 Oct 2021,1:30:00 PM,INR / 1 USD,75.0507,
20 Oct 2021,1:30:00 PM,INR / 1 GBP,103.461,
20 Oct 2021,1:30:00 PM,INR / 1 EUR,87.36,
20 Oct 2021,1:30:00 PM,INR / 100 JPY,65.55,
18 Oct 2021,1:30:00 PM,INR / 1 USD,75.3434,
18 Oct 2021,1:30:00 PM,INR / 1 GBP,103.431,
18 Oct 2021,1:30:00 PM,INR / 1 EUR,87.2035,
18 Oct 2021,1:30:00 PM,INR / 100 JPY,65.93,
14 Oct 2021,1:30:00 PM,INR / 1 USD,75.3039,
14 Oct 2021,1:30:00 PM,INR / 1 GBP,103.021,
14 Oct 2021,1:30:00 PM,INR / 1 EUR,87.3234,
14 Oct 2021,1:30:00 PM,INR / 100 JPY,66.33,
13 Oct 2021,1:30:00 PM,INR / 1 USD,75.4576,
13 Oct 2021,1:30:00 PM,INR / 1 GBP,102.707,
13 Oct 2021,1:30:00 PM,INR / 1 EUR,87.153,
13 Oct 2021,1:30:00 PM,INR / 100 JPY,66.49,
12 Oct 2021,1:30:00 PM,INR / 1 USD,75.3424,
12 Oct 2021,1:30:00 PM,INR / 1 GBP,102.493,
12 Oct 2021,1:30:00 PM,INR / 1 EUR,87.1476,
12 Oct 2021,1:30:00 PM,INR / 100 JPY,66.59,
11 Oct 2021,1:30:00 PM,INR / 1 USD,75.1283,
11 Oct 2021,1:30:00 PM,INR / 1 GBP,102.706,
11 Oct 2021,1:30:00 PM,INR / 1 EUR,87.0371,
11 Oct 2021,1:30:00 PM,INR / 100 JPY,66.67,
08 Oct 2021,1:30:00 PM,INR / 1 USD,74.994,
08 Oct 2021,1:30:00 PM,INR / 1 GBP,102.005,
08 Oct 2021,1:30:00 PM,INR / 1 EUR,86.5981,
08 Oct 2021,1:30:00 PM,INR / 100 JPY,67.01,
07 Oct 2021,1:30:00 PM,INR / 1 USD,74.8607,
07 Oct 2021,1:30:00 PM,INR / 1 GBP,101.694,
07 Oct 2021,1:30:00 PM,INR / 1 EUR,86.4995,
07 Oct 2021,1:30:00 PM,INR / 100 JPY,67.16,
06 Oct 2021,1:30:00 PM,INR / 1 USD,74.6292,
06 Oct 2021,1:30:00 PM,INR / 1 GBP,101.549,
06 Oct 2021,1:30:00 PM,INR / 1 EUR,86.4331,
06 Oct 2021,1:30:00 PM,INR / 100 JPY,66.78,
05 Oct 2021,1:30:00 PM,INR / 1 USD,74.5307,
05 Oct 2021,1:30:00 PM,INR / 1 GBP,101.308,
05 Oct 2021,1:30:00 PM,INR / 1 EUR,86.4263,
05 Oct 2021,1:30:00 PM,INR / 100 JPY,67.03,
04 Oct 2021,1:30:00 PM,INR / 1 USD,74.2429,
04 Oct 2021,1:30:00 PM,INR / 1 GBP,100.563,
04 Oct 2021,1:30:00 PM,INR / 1 EUR,86.1153,
04 Oct 2021,1:30:00 PM,INR / 100 JPY,66.89,
01 Oct 2021,1:30:00 PM,INR / 1 USD,74.2644,
01 Oct 2021,1:30:00 PM,INR / 1 GBP,99.893,
01 Oct 2021,1:30:00 PM,INR / 1 EUR,85.9942,
01 Oct 2021,1:30:00 PM,INR / 100 JPY,66.79,
30 Sep 2021,1:30:00 PM,INR / 1 USD,74.2551,
30 Sep 2021,1:30:00 PM,INR / 1 GBP,99.8647,
30 Sep 2021,1:30:00 PM,INR / 1 EUR,86.1379,
30 Sep 2021,1:30:00 PM,INR / 100 JPY,66.35,
29 Sep 2021,1:30:00 PM,INR / 1 USD,74.153,
29 Sep 2021,1:30:00 PM,INR / 1 GBP,100.461,
29 Sep 2021,1:30:00 PM,INR / 1 EUR,86.6255,
29 Sep 2021,1:30:00 PM,INR / 100 JPY,66.52,
28 Sep 2021,1:30:00 PM,INR / 1 USD,73.7746,
28 Sep 2021,1:30:00 PM,INR / 1 GBP,101.126,
28 Sep 2021,1:30:00 PM,INR / 1 EUR,86.2814,
28 Sep 2021,1:30:00 PM,INR / 100 JPY,66.33,
27 Sep 2021,1:30:00 PM,INR / 1 USD,73.6567,
27 Sep 2021,1:30:00 PM,INR / 1 GBP,100.65,
27 Sep 2021,1:30:00 PM,INR / 1 EUR,86.306,
27 Sep 2021,1:30:00 PM,INR / 100 JPY,66.55,
24 Sep 2021,1:30:00 PM,INR / 1 USD,73.6935,
24 Sep 2021,1:30:00 PM,INR / 1 GBP,101.12,
24 Sep 2021,1:30:00 PM,INR / 1 EUR,86.469,
24 Sep 2021,1:30:00 PM,INR / 100 JPY,66.66,
23 Sep 2021,1:30:00 PM,INR / 1 USD,73.7261,
23 Sep 2021,1:30:00 PM,INR / 1 GBP,100.66,
23 Sep 2021,1:30:00 PM,INR / 1 EUR,86.377,
23 Sep 2021,1:30:00 PM,INR / 100 JPY,67.11,
22 Sep 2021,1:30:00 PM,INR / 1 USD,73.8026,
22 Sep 2021,1:30:00 PM,INR / 1 GBP,100.76,
22 Sep 2021,1:30:00 PM,INR / 1 EUR,86.5262,
22 Sep 2021,1:30:00 PM,INR / 100 JPY,67.36,
21 Sep 2021,1:30:00 PM,INR / 1 USD,73.5907,
21 Sep 2021,1:30:00 PM,INR / 1 GBP,100.672,
21 Sep 2021,1:30:00 PM,INR / 1 EUR,86.367,
21 Sep 2021,1:30:00 PM,INR / 100 JPY,67.16,
20 Sep 2021,1:30:00 PM,INR / 1 USD,73.6459,
20 Sep 2021,1:30:00 PM,INR / 1 GBP,100.92,
20 Sep 2021,1:30:00 PM,INR / 1 EUR,86.2757,
20 Sep 2021,1:30:00 PM,INR / 100 JPY,67.04,
17 Sep 2021,1:30:00 PM,INR / 1 USD,73.4927,
17 Sep 2021,1:30:00 PM,INR / 1 GBP,101.381,
17 Sep 2021,1:30:00 PM,INR / 1 EUR,86.521,
17 Sep 2021,1:30:00 PM,INR / 100 JPY,66.89,
16 Sep 2021,1:30:00 PM,INR / 1 USD,73.4311,
16 Sep 2021,1:30:00 PM,INR / 1 GBP,101.521,
16 Sep 2021,1:30:00 PM,INR / 1 EUR,86.681,
16 Sep 2021,1:30:00 PM,INR / 100 JPY,67.18,
15 Sep 2021,1:30:00 PM,INR / 1 USD,73.6712,
15 Sep 2021,1:30:00 PM,INR / 1 GBP,101.812,
15 Sep 2021,1:30:00 PM,INR / 1 EUR,86.9738,
15 Sep 2021,1:30:00 PM,INR / 100 JPY,67.25,
14 Sep 2021,1:30:00 PM,INR / 1 USD,73.6214,
14 Sep 2021,1:30:00 PM,INR / 1 GBP,101.976,
14 Sep 2021,1:30:00 PM,INR / 1 EUR,86.994,
14 Sep 2021,1:30:00 PM,INR / 100 JPY,66.9,
13 Sep 2021,1:30:00 PM,INR / 1 USD,73.635,
13 Sep 2021,1:30:00 PM,INR / 1 GBP,101.769,
13 Sep 2021,1:30:00 PM,INR / 1 EUR,86.797,
13 Sep 2021,1:30:00 PM,INR / 100 JPY,66.89,
09 Sep 2021,1:30:00 PM,INR / 1 USD,73.6887,
09 Sep 2021,1:30:00 PM,INR / 1 GBP,101.49,
09 Sep 2021,1:30:00 PM,INR / 1 EUR,87.1266,
09 Sep 2021,1:30:00 PM,INR / 100 JPY,66.94,
08 Sep 2021,1:30:00 PM,INR / 1 USD,73.6519,
08 Sep 2021,1:30:00 PM,INR / 1 GBP,101.377,
08 Sep 2021,1:30:00 PM,INR / 1 EUR,87.1533,
08 Sep 2021,1:30:00 PM,INR / 100 JPY,66.69,
07 Sep 2021,1:30:00 PM,INR / 1 USD,73.2814,
07 Sep 2021,1:30:00 PM,INR / 1 GBP,101.345,
07 Sep 2021,1:30:00 PM,INR / 1 EUR,86.9914,
07 Sep 2021,1:30:00 PM,INR / 100 JPY,66.69,
06 Sep 2021,1:30:00 PM,INR / 1 USD,73.0589,
06 Sep 2021,1:30:00 PM,INR / 1 GBP,101.18,
06 Sep 2021,1:30:00 PM,INR / 1 EUR,86.7448,
06 Sep 2021,1:30:00 PM,INR / 100 JPY,66.54,
03 Sep 2021,1:30:00 PM,INR / 1 USD,73.0651,
03 Sep 2021,1:30:00 PM,INR / 1 GBP,101.093,
03 Sep 2021,1:30:00 PM,INR / 1 EUR,86.7911,
03 Sep 2021,1:30:00 PM,INR / 100 JPY,66.4,
02 Sep 2021,1:30:00 PM,INR / 1 USD,72.9771,
02 Sep 2021,1:30:00 PM,INR / 1 GBP,100.576,
02 Sep 2021,1:30:00 PM,INR / 1 EUR,86.4195,
02 Sep 2021,1:30:00 PM,INR / 100 JPY,66.36,
01 Sep 2021,1:30:00 PM,INR / 1 USD,72.9589,
01 Sep 2021,1:30:00 PM,INR / 1 GBP,100.345,
01 Sep 2021,1:30:00 PM,INR / 1 EUR,86.0682,
01 Sep 2021,1:30:00 PM,INR / 100 JPY,66.18,
31 Aug 2021,1:30:00 PM,INR / 1 USD,73.1536,
31 Aug 2021,1:30:00 PM,INR / 1 GBP,100.951,
31 Aug 2021,1:30:00 PM,INR / 1 EUR,86.5324,
31 Aug 2021,1:30:00 PM,INR / 100 JPY,66.6,
30 Aug 2021,1:30:00 PM,INR / 1 USD,73.5007,
30 Aug 2021,1:30:00 PM,INR / 1 GBP,101.209,
30 Aug 2021,1:30:00 PM,INR / 1 EUR,86.7347,
30 Aug 2021,1:30:00 PM,INR / 100 JPY,66.96,
27 Aug 2021,1:30:00 PM,INR / 1 USD,74.1332,
27 Aug 2021,1:30:00 PM,INR / 1 GBP,101.567,
27 Aug 2021,1:30:00 PM,INR / 1 EUR,87.1984,
27 Aug 2021,1:30:00 PM,INR / 100 JPY,67.4,
26 Aug 2021,1:30:00 PM,INR / 1 USD,74.2578,
26 Aug 2021,1:30:00 PM,INR / 1 GBP,102.064,
26 Aug 2021,1:30:00 PM,INR / 1 EUR,87.345,
26 Aug 2021,1:30:00 PM,INR / 100 JPY,67.49,
25 Aug 2021,1:30:00 PM,INR / 1 USD,74.2992,
25 Aug 2021,1:30:00 PM,INR / 1 GBP,101.931,
25 Aug 2021,1:30:00 PM,INR / 1 EUR,87.2436,
25 Aug 2021,1:30:00 PM,INR / 100 JPY,67.73,
24 Aug 2021,1:30:00 PM,INR / 1 USD,74.1379,
24 Aug 2021,1:30:00 PM,INR / 1 GBP,101.883,
24 Aug 2021,1:30:00 PM,INR / 1 EUR,87.0735,
24 Aug 2021,1:30:00 PM,INR / 100 JPY,67.51,
23 Aug 2021,1:30:00 PM,INR / 1 USD,74.2765,
23 Aug 2021,1:30:00 PM,INR / 1 GBP,101.445,
23 Aug 2021,1:30:00 PM,INR / 1 EUR,87.0105,
23 Aug 2021,1:30:00 PM,INR / 100 JPY,67.55,
20 Aug 2021,1:30:00 PM,INR / 1 USD,74.4275,
20 Aug 2021,1:30:00 PM,INR / 1 GBP,101.361,
20 Aug 2021,1:30:00 PM,INR / 1 EUR,86.9417,
20 Aug 2021,1:30:00 PM,INR / 100 JPY,67.87,
18 Aug 2021,1:30:00 PM,INR / 1 USD,74.3002,
18 Aug 2021,1:30:00 PM,INR / 1 GBP,102.121,
18 Aug 2021,1:30:00 PM,INR / 1 EUR,87.0833,
18 Aug 2021,1:30:00 PM,INR / 100 JPY,67.8,
17 Aug 2021,1:30:00 PM,INR / 1 USD,74.2856,
17 Aug 2021,1:30:00 PM,INR / 1 GBP,102.615,
17 Aug 2021,1:30:00 PM,INR / 1 EUR,87.403,
17 Aug 2021,1:30:00 PM,INR / 100 JPY,67.95,
13 Aug 2021,1:30:00 PM,INR / 1 USD,74.2971,
13 Aug 2021,1:30:00 PM,INR / 1 GBP,102.569,
13 Aug 2021,1:30:00 PM,INR / 1 EUR,87.1931,
13 Aug 2021,1:30:00 PM,INR / 100 JPY,67.3,
12 Aug 2021,1:30:00 PM,INR / 1 USD,74.2816,
12 Aug 2021,1:30:00 PM,INR / 1 GBP,103.007,
12 Aug 2021,1:30:00 PM,INR / 1 EUR,87.1997,
12 Aug 2021,1:30:00 PM,INR / 100 JPY,67.28,
11 Aug 2021,1:30:00 PM,INR / 1 USD,74.4276,
11 Aug 2021,1:30:00 PM,INR / 1 GBP,102.909,
11 Aug 2021,1:30:00 PM,INR / 1 EUR,87.1686,
11 Aug 2021,1:30:00 PM,INR / 100 JPY,67.22,
10 Aug 2021,1:30:00 PM,INR / 1 USD,74.3855,
10 Aug 2021,1:30:00 PM,INR / 1 GBP,102.993,
10 Aug 2021,1:30:00 PM,INR / 1 EUR,87.3201,
10 Aug 2021,1:30:00 PM,INR / 100 JPY,67.39,
09 Aug 2021,1:30:00 PM,INR / 1 USD,74.2261,
09 Aug 2021,1:30:00 PM,INR / 1 GBP,103.004,
09 Aug 2021,1:30:00 PM,INR / 1 EUR,87.3166,
09 Aug 2021,1:30:00 PM,INR / 100 JPY,67.39,
06 Aug 2021,1:30:00 PM,INR / 1 USD,74.1888,
06 Aug 2021,1:30:00 PM,INR / 1 GBP,103.279,
