Financial Benchmarks India Pvt Ltd
Reference Rates
Date,Time,Currency Pairs,Rate,Comments
09 May 2024,1:30:00 PM,INR / 1 EUR,89.6675,
09 May 2024,1:30:00 PM,INR / 100 JPY,53.6,
08 May 2024,1:30:00 PM,INR / 1 USD,83.5147,
08 May 2024,1:30:00 PM,INR / 1 GBP,104.318,
08 May 2024,1:30:00 PM,INR / 1 EUR,89.7549,
08 May 2024,1:30:00 PM,INR / 100 JPY,53.81,
07 May 2024,1:30:00 PM,INR / 1 USD,83.5015,
07 May 2024,1:30:00 PM,INR / 1 GBP,104.72,
07 May 2024,1:30:00 PM,INR / 1 EUR,89.8287,
07 May 2024,1:30:00 PM,INR / 100 JPY,54.06,
06 May 2024,1:30:00 PM,INR / 1 USD,83.4725,
06 May 2024,1:30:00 PM,INR / 1 GBP,104.784,
06 May 2024,1:30:00 PM,INR / 1 EUR,89.8309,
06 May 2024,1:30:00 PM,INR / 100 JPY,54.28,
03 May 2024,1:30:00 PM,INR / 1 USD,83.3795,
03 May 2024,1:30:00 PM,INR / 1 GBP,104.617,
03 May 2024,1:30:00 PM,INR / 1 EUR,89.5007,
03 May 2024,1:30:00 PM,INR / 100 JPY,54.45,
02 May 2024,1:30:00 PM,INR / 1 USD,83.4526,
02 May 2024,1:30:00 PM,INR / 1 GBP,104.585,
02 May 2024,1:30:00 PM,INR / 1 EUR,89.4818,
02 May 2024,1:30:00 PM,INR / 100 JPY,53.73,
30 Apr 2024,1:30:00 PM,INR / 1 USD,83.5187,
30 Apr 2024,1:30:00 PM,INR / 1 GBP,104.641,
30 Apr 2024,1:30:00 PM,INR / 1 EUR,89.3405,
30 Apr 2024,1:30:00 PM,INR / 100 JPY,53.25,
29 Apr 2024,1:30:00 PM,INR / 1 USD,83.4392,
29 Apr 2024,1:30:00 PM,INR / 1 GBP,104.556,
29 Apr 2024,1:30:00 PM,INR / 1 EUR,89.4607,
29 Apr 2024,1:30:00 PM,INR / 100 JPY,53.13,
26 Apr 2024,1:30:00 PM,INR / 1 USD,83.3395,
26 Apr 2024,1:30:00 PM,INR / 1 GBP,104.256,
26 Apr 2024,1:30:00 PM,INR / 1 EUR,89.4288,
26 Apr 2024,1:30:00 PM,INR / 100 JPY,53.43,
25 Apr 2024,1:30:00 PM,INR / 1 USD,83.3758,
25 Apr 2024,1:30:00 PM,INR / 1 GBP,104.182,
25 Apr 2024,1:30:00 PM,INR / 1 EUR,89.4072,
25 Apr 2024,1:30:00 PM,INR / 100 JPY,53.57,
24 Apr 2024,1:30:00 PM,INR / 1 USD,83.2987,
24 Apr 2024,1:30:00 PM,INR / 1 GBP,103.688,
24 Apr 2024,1:30:00 PM,INR / 1 EUR,89.1124,
24 Apr 2024,1:30:00 PM,INR / 100 JPY,53.77,
23 Apr 2024,1:30:00 PM,INR / 1 USD,83.3765,
23 Apr 2024,1:30:00 PM,INR / 1 GBP,102.877,
23 Apr 2024,1:30:00 PM,INR / 1 EUR,88.7387,
23 Apr 2024,1:30:00 PM,INR / 100 JPY,53.87,
22 Apr 2024,1:30:00 PM,INR / 1 USD,83.4113,
22 Apr 2024,1:30:00 PM,INR / 1 GBP,103.298,
22 Apr 2024,1:30:00 PM,INR / 1 EUR,88.9698,
22 Apr 2024,1:30:00 PM,INR / 100 JPY,53.9,
19 Apr 2024,1:30:00 PM,INR / 1 USD,83.5214,
19 Apr 2024,1:30:00 PM,INR / 1 GBP,103.796,
19 Apr 2024,1:30:00 PM,INR / 1 EUR,88.8874,
19 Apr 2024,1:30:00 PM,INR / 100 JPY,54.09,
18 Apr 2024,1:30:00 PM,INR / 1 USD,83.517,
18 Apr 2024,1:30:00 PM,INR / 1 GBP,104.248,
18 Apr 2024,1:30:00 PM,INR / 1 EUR,89.2736,
18 Apr 2024,1:30:00 PM,INR / 100 JPY,54.18,
16 Apr 2024,1:30:00 PM,INR / 1 USD,83.4982,
16 Apr 2024,1:30:00 PM,INR / 1 GBP,103.672,
16 Apr 2024,1:30:00 PM,INR / 1 EUR,88.5593,
16 Apr 2024,1:30:00 PM,INR / 100 JPY,54.04,
15 Apr 2024,1:30:00 PM,INR / 1 USD,83.4422,
15 Apr 2024,1:30:00 PM,INR / 1 GBP,104.07,
15 Apr 2024,1:30:00 PM,INR / 1 EUR,88.9071,
15 Apr 2024,1:30:00 PM,INR / 100 JPY,54.25,
12 Apr 2024,1:30:00 PM,INR / 1 USD,83.3931,
12 Apr 2024,1:30:00 PM,INR / 1 GBP,104.424,
12 Apr 2024,1:30:00 PM,INR / 1 EUR,89.1261,
12 Apr 2024,1:30:00 PM,INR / 100 JPY,54.42,
10 Apr 2024,1:30:00 PM,INR / 1 USD,83.2253,
10 Apr 2024,1:30:00 PM,INR / 1 GBP,105.519,
10 Apr 2024,1:30:00 PM,INR / 1 EUR,90.2945,
10 Apr 2024,1:30:00 PM,INR / 100 JPY,54.83,
08 Apr 2024,1:30:00 PM,INR / 1 USD,83.3176,
08 Apr 2024,1:30:00 PM,INR / 1 GBP,105.232,
08 Apr 2024,1:30:00 PM,INR / 1 EUR,90.2535,
08 Apr 2024,1:30:00 PM,INR / 100 JPY,54.88,
05 Apr 2024,1:30:00 PM,INR / 1 USD,83.4073,
05 Apr 2024,1:30:00 PM,INR / 1 GBP,105.237,
05 Apr 2024,1:30:00 PM,INR / 1 EUR,90.3068,
05 Apr 2024,1:30:00 PM,INR / 100 JPY,55.15,
04 Apr 2024,1:30:00 PM,INR / 1 USD,83.4475,
04 Apr 2024,1:30:00 PM,INR / 1 GBP,105.601,
04 Apr 2024,1:30:00 PM,INR / 1 EUR,90.4927,
04 Apr 2024,1:30:00 PM,INR / 100 JPY,55.02,
03 Apr 2024,1:30:00 PM,INR / 1 USD,83.4204,
03 Apr 2024,1:30:00 PM,INR / 1 GBP,104.873,
03 Apr 2024,1:30:00 PM,INR / 1 EUR,89.8499,
03 Apr 2024,1:30:00 PM,INR / 100 JPY,55.01,
02 Apr 2024,1:30:00 PM,INR / 1 USD,83.3585,
02 Apr 2024,1:30:00 PM,INR / 1 GBP,104.581,
02 Apr 2024,1:30:00 PM,INR / 1 EUR,89.447,
02 Apr 2024,1:30:00 PM,INR / 100 JPY,54.94,
28 Mar 2024,1:30:00 PM,INR / 1 USD,83.3739,
28 Mar 2024,1:30:00 PM,INR / 1 GBP,105.293,
28 Mar 2024,1:30:00 PM,INR / 1 EUR,90.2178,
28 Mar 2024,1:30:00 PM,INR / 100 JPY,55.09,
27 Mar 2024,1:30:00 PM,INR / 1 USD,83.3255,
27 Mar 2024,1:30:00 PM,INR / 1 GBP,105.133,
27 Mar 2024,1:30:00 PM,INR / 1 EUR,90.2243,
27 Mar 2024,1:30:00 PM,INR / 100 JPY,54.92,
26 Mar 2024,1:30:00 PM,INR / 1 USD,83.3559,
26 Mar 2024,1:30:00 PM,INR / 1 GBP,105.454,
26 Mar 2024,1:30:00 PM,INR / 1 EUR,90.4334,
26 Mar 2024,1:30:00 PM,INR / 100 JPY,55.08,
22 Mar 2024,1:30:00 PM,INR / 1 USD,83.3546,
22 Mar 2024,1:30:00 PM,INR / 1 GBP,105.249,
22 Mar 2024,1:30:00 PM,INR / 1 EUR,90.2625,
22 Mar 2024,1:30:00 PM,INR / 100 JPY,55.05,
21 Mar 2024,1:30:00 PM,INR / 1 USD,83.1308,
21 Mar 2024,1:30:00 PM,INR / 1 GBP,106.361,
21 Mar 2024,1:30:00 PM,INR / 1 EUR,90.9118,
21 Mar 2024,1:30:00 PM,INR / 100 JPY,55.06,
20 Mar 2024,1:30:00 PM,INR / 1 USD,83.1022,
20 Mar 2024,1:30:00 PM,INR / 1 GBP,105.699,
20 Mar 2024,1:30:00 PM,INR / 1 EUR,90.3077,
20 Mar 2024,1:30:00 PM,INR / 100 JPY,54.83,
19 Mar 2024,1:30:00 PM,INR / 1 USD,82.9401,
19 Mar 2024,1:30:00 PM,INR / 1 GBP,105.413,
19 Mar 2024,1:30:00 PM,INR / 1 EUR,90.1321,
19 Mar 2024,1:30:00 PM,INR / 100 JPY,55.17,
18 Mar 2024,1:30:00 PM,INR / 1 USD,82.9078,
18 Mar 2024,1:30:00 PM,INR / 1 GBP,105.585,
18 Mar 2024,1:30:00 PM,INR / 1 EUR,90.2755,
18 Mar 2024,1:30:00 PM,INR / 100 JPY,55.59,
15 Mar 2024,1:30:00 PM,INR / 1 USD,82.8919,
15 Mar 2024,1:30:00 PM,INR / 1 GBP,105.588,
15 Mar 2024,1:30:00 PM,INR / 1 EUR,90.1676,
15 Mar 2024,1:30:00 PM,INR / 100 JPY,55.9,
14 Mar 2024,1:30:00 PM,INR / 1 USD,82.8709,
14 Mar 2024,1:30:00 PM,INR / 1 GBP,106.023,
14 Mar 2024,1:30:00 PM,INR / 1 EUR,90.6624,
14 Mar 2024,1:30:00 PM,INR / 100 JPY,56.03,
13 Mar 2024,1:30:00 PM,INR / 1 USD,82.9027,
13 Mar 2024,1:30:00 PM,INR / 1 GBP,106.062,
13 Mar 2024,1:30:00 PM,INR / 1 EUR,90.5933,
13 Mar 2024,1:30:00 PM,INR / 100 JPY,56.19,
12 Mar 2024,1:30:00 PM,INR / 1 USD,82.745,
12 Mar 2024,1:30:00 PM,INR / 1 GBP,106.058,
12 Mar 2024,1:30:00 PM,INR / 1 EUR,90.5054,
12 Mar 2024,1:30:00 PM,INR / 100 JPY,56.14,
11 Mar 2024,1:30:00 PM,INR / 1 USD,82.677,
11 Mar 2024,1:30:00 PM,INR / 1 GBP,106.238,
11 Mar 2024,1:30:00 PM,INR / 1 EUR,90.4442,
11 Mar 2024,1:30:00 PM,INR / 100 JPY,56.25,
07 Mar 2024,1:30:00 PM,INR / 1 USD,82.7785,
07 Mar 2024,1:30:00 PM,INR / 1 GBP,105.409,
07 Mar 2024,1:30:00 PM,INR / 1 EUR,90.233,
07 Mar 2024,1:30:00 PM,INR / 100 JPY,55.7,
06 Mar 2024,1:30:00 PM,INR / 1 USD,82.9078,
06 Mar 2024,1:30:00 PM,INR / 1 GBP,105.335,
06 Mar 2024,1:30:00 PM,INR / 1 EUR,90.0113,
06 Mar 2024,1:30:00 PM,INR / 100 JPY,55.31,
05 Mar 2024,1:30:00 PM,INR / 1 USD,82.9271,
05 Mar 2024,1:30:00 PM,INR / 1 GBP,105.135,
05 Mar 2024,1:30:00 PM,INR / 1 EUR,89.9687,
05 Mar 2024,1:30:00 PM,INR / 100 JPY,55.09,
04 Mar 2024,1:30:00 PM,INR / 1 USD,82.8954,
04 Mar 2024,1:30:00 PM,INR / 1 GBP,104.981,
04 Mar 2024,1:30:00 PM,INR / 1 EUR,89.9028,
04 Mar 2024,1:30:00 PM,INR / 100 JPY,55.13,
01 Mar 2024,1:30:00 PM,INR / 1 USD,82.8702,
01 Mar 2024,1:30:00 PM,INR / 1 GBP,104.647,
01 Mar 2024,1:30:00 PM,INR / 1 EUR,89.5766,
01 Mar 2024,1:30:00 PM,INR / 100 JPY,55.11,
29 Feb 2024,1:30:00 PM,INR / 1 USD,82.9246,
29 Feb 2024,1:30:00 PM,INR / 1 GBP,105.032,
29 Feb 2024,1:30:00 PM,INR / 1 EUR,89.8621,
29 Feb 2024,1:30:00 PM,INR / 100 JPY,55.36,
28 Feb 2024,1:30:00 PM,INR / 1 USD,82.9155,
28 Feb 2024,1:30:00 PM,INR / 1 GBP,104.983,
28 Feb 2024,1:30:00 PM,INR / 1 EUR,89.7842,
28 Feb 2024,1:30:00 PM,INR / 100 JPY,55.05,
27 Feb 2024,1:30:00 PM,INR / 1 USD,82.8915,
27 Feb 2024,1:30:00 PM,INR / 1 GBP,105.102,
27 Feb 2024,1:30:00 PM,INR / 1 EUR,89.9395,
27 Feb 2024,1:30:00 PM,INR / 100 JPY,55.07,
26 Feb 2024,1:30:00 PM,INR / 1 USD,82.8856,
26 Feb 2024,1:30:00 PM,INR / 1 GBP,104.995,
26 Feb 2024,1:30:00 PM,INR / 1 EUR,89.7192,
26 Feb 2024,1:30:00 PM,INR / 100 JPY,55.1,
23 Feb 2024,1:30:00 PM,INR / 1 USD,82.8865,
23 Feb 2024,1:30:00 PM,INR / 1 GBP,104.953,
23 Feb 2024,1:30:00 PM,INR / 1 EUR,89.7114,
23 Feb 2024,1:30:00 PM,INR / 100 JPY,55.03,
22 Feb 2024,1:30:00 PM,INR / 1 USD,82.924,
22 Feb 2024,1:30:00 PM,INR / 1 GBP,104.883,
22 Feb 2024,1:30:00 PM,INR / 1 EUR,89.8692,
22 Feb 2024,1:30:00 PM,INR / 100 JPY,55.2,
21 Feb 2024,1:30:00 PM,INR / 1 USD,82.8851,
21 Feb 2024,1:30:00 PM,INR / 1 GBP,104.678,
21 Feb 2024,1:30:00 PM,INR / 1 EUR,89.6115,
21 Feb 2024,1:30:00 PM,INR / 100 JPY,55.25,
20 Feb 2024,1:30:00 PM,INR / 1 USD,82.9704,
20 Feb 2024,1:30:00 PM,INR / 1 GBP,104.422,
20 Feb 2024,1:30:00 PM,INR / 1 EUR,89.358,
20 Feb 2024,1:30:00 PM,INR / 100 JPY,55.17,
16 Feb 2024,1:30:00 PM,INR / 1 USD,83.0375,
16 Feb 2024,1:30:00 PM,INR / 1 GBP,104.48,
16 Feb 2024,1:30:00 PM,INR / 1 EUR,89.35,
16 Feb 2024,1:30:00 PM,INR / 100 JPY,55.26,
15 Feb 2024,1:30:00 PM,INR / 1 USD,83.0119,
15 Feb 2024,1:30:00 PM,INR / 1 GBP,104.325,
15 Feb 2024,1:30:00 PM,INR / 1 EUR,89.064,
15 Feb 2024,1:30:00 PM,INR / 100 JPY,55.27,
14 Feb 2024,1:30:00 PM,INR / 1 USD,83.0864,
14 Feb 2024,1:30:00 PM,INR / 1 GBP,104.766,
14 Feb 2024,1:30:00 PM,INR / 1 EUR,89.0553,
14 Feb 2024,1:30:00 PM,INR / 100 JPY,55.22,
13 Feb 2024,1:30:00 PM,INR / 1 USD,83.019,
13 Feb 2024,1:30:00 PM,INR / 1 GBP,104.747,
13 Feb 2024,1:30:00 PM,INR / 1 EUR,89.3893,
13 Feb 2024,1:30:00 PM,INR / 100 JPY,55.53,
12 Feb 2024,1:30:00 PM,INR / 1 USD,82.9954,
12 Feb 2024,1:30:00 PM,INR / 1 GBP,104.83,
12 Feb 2024,1:30:00 PM,INR / 1 EUR,89.572,
12 Feb 2024,1:30:00 PM,INR / 100 JPY,55.63,
09 Feb 2024,1:30:00 PM,INR / 1 USD,82.9995,
09 Feb 2024,1:30:00 PM,INR / 1 GBP,104.714,
09 Feb 2024,1:30:00 PM,INR / 1 EUR,89.4037,
09 Feb 2024,1:30:00 PM,INR / 100 JPY,55.55,
08 Feb 2024,1:30:00 PM,INR / 1 USD,82.9762,
08 Feb 2024,1:30:00 PM,INR / 1 GBP,104.786,
08 Feb 2024,1:30:00 PM,INR / 1 EUR,89.4694,
08 Feb 2024,1:30:00 PM,INR / 100 JPY,55.81,
07 Feb 2024,1:30:00 PM,INR / 1 USD,82.9765,
07 Feb 2024,1:30:00 PM,INR / 1 GBP,104.577,
07 Feb 2024,1:30:00 PM,INR / 1 EUR,89.2943,
07 Feb 2024,1:30:00 PM,INR / 100 JPY,56.05,
06 Feb 2024,1:30:00 PM,INR / 1 USD,83.0629,
06 Feb 2024,1:30:00 PM,INR / 1 GBP,104.254,
06 Feb 2024,1:30:00 PM,INR / 1 EUR,89.3009,
06 Feb 2024,1:30:00 PM,INR / 100 JPY,55.96,
05 Feb 2024,1:30:00 PM,INR / 1 USD,83.0284,
05 Feb 2024,1:30:00 PM,INR / 1 GBP,104.731,
05 Feb 2024,1:30:00 PM,INR / 1 EUR,89.5245,
05 Feb 2024,1:30:00 PM,INR / 100 JPY,55.98,
02 Feb 2024,1:30:00 PM,INR / 1 USD,82.8406,
02 Feb 2024,1:30:00 PM,INR / 1 GBP,105.633,
02 Feb 2024,1:30:00 PM,INR / 1 EUR,90.1322,
02 Feb 2024,1:30:00 PM,INR / 100 JPY,56.58,
01 Feb 2024,1:30:00 PM,INR / 1 USD,82.9553,
01 Feb 2024,1:30:00 PM,INR / 1 GBP,105.098,
01 Feb 2024,1:30:00 PM,INR / 1 EUR,89.6105,
01 Feb 2024,1:30:00 PM,INR / 100 JPY,56.47,
31 Jan 2024,1:30:00 PM,INR / 1 USD,83.0805,
31 Jan 2024,1:30:00 PM,INR / 1 GBP,105.308,
31 Jan 2024,1:30:00 PM,INR / 1 EUR,89.8826,
31 Jan 2024,1:30:00 PM,INR / 100 JPY,56.2,
30 Jan 2024,1:30:00 PM,INR / 1 USD,83.119,
30 Jan 2024,1:30:00 PM,INR / 1 GBP,105.614,
30 Jan 2024,1:30:00 PM,INR / 1 EUR,89.9625,
30 Jan 2024,1:30:00 PM,INR / 100 JPY,56.42,
29 Jan 2024,1:30:00 PM,INR / 1 USD,83.1494,
29 Jan 2024,1:30:00 PM,INR / 1 GBP,105.662,
29 Jan 2024,1:30:00 PM,INR / 1 EUR,90.1655,
29 Jan 2024,1:30:00 PM,INR / 100 JPY,56.2,
25 Jan 2024,1:30:00 PM,INR / 1 USD,83.1155,
25 Jan 2024,1:30:00 PM,INR / 1 GBP,105.654,
25 Jan 2024,1:30:00 PM,INR / 1 EUR,90.4175,
25 Jan 2024,1:30:00 PM,INR / 100 JPY,56.23,
24 Jan 2024,1:30:00 PM,INR / 1 USD,83.1457,
24 Jan 2024,1:30:00 PM,INR / 1 GBP,105.615,
24 Jan 2024,1:30:00 PM,INR / 1 EUR,90.33,
24 Jan 2024,1:30:00 PM,INR / 100 JPY,56.21,
23 Jan 2024,1:30:00 PM,INR / 1 USD,83.1029,
23 Jan 2024,1:30:00 PM,INR / 1 GBP,105.84,
23 Jan 2024,1:30:00 PM,INR / 1 EUR,90.6027,
23 Jan 2024,1:30:00 PM,INR / 100 JPY,56.11,
19 Jan 2024,1:30:00 PM,INR / 1 USD,83.1338,
19 Jan 2024,1:30:00 PM,INR / 1 GBP,105.562,
19 Jan 2024,1:30:00 PM,INR / 1 EUR,90.4457,
19 Jan 2024,1:30:00 PM,INR / 100 JPY,55.9,
18 Jan 2024,1:30:00 PM,INR / 1 USD,83.1243,
18 Jan 2024,1:30:00 PM,INR / 1 GBP,105.539,
18 Jan 2024,1:30:00 PM,INR / 1 EUR,90.6376,
18 Jan 2024,1:30:00 PM,INR / 100 JPY,56.23,
17 Jan 2024,1:30:00 PM,INR / 1 USD,83.131,
17 Jan 2024,1:30:00 PM,INR / 1 GBP,104.738,
17 Jan 2024,1:30:00 PM,INR / 1 EUR,90.2531,
17 Jan 2024,1:30:00 PM,INR / 100 JPY,56.23,
16 Jan 2024,1:30:00 PM,INR / 1 USD,82.9774,
16 Jan 2024,1:30:00 PM,INR / 1 GBP,105.237,
16 Jan 2024,1:30:00 PM,INR / 1 EUR,90.6108,
16 Jan 2024,1:30:00 PM,INR / 100 JPY,56.79,
15 Jan 2024,1:30:00 PM,INR / 1 USD,82.853,
15 Jan 2024,1:30:00 PM,INR / 1 GBP,105.664,
15 Jan 2024,1:30:00 PM,INR / 1 EUR,90.84,
15 Jan 2024,1:30:00 PM,INR / 100 JPY,57.03,
12 Jan 2024,1:30:00 PM,INR / 1 USD,82.9881,
12 Jan 2024,1:30:00 PM,INR / 1 GBP,106.005,
12 Jan 2024,1:30:00 PM,INR / 1 EUR,91.0922,
12 Jan 2024,1:30:00 PM,INR / 100 JPY,57.18,
11 Jan 2024,1:30:00 PM,INR / 1 USD,82.9415,
11 Jan 2024,1:30:00 PM,INR / 1 GBP,105.928,
11 Jan 2024,1:30:00 PM,INR / 1 EUR,91.1135,
11 Jan 2024,1:30:00 PM,INR / 100 JPY,57.02,
10 Jan 2024,1:30:00 PM,INR / 1 USD,83.1548,
10 Jan 2024,1:30:00 PM,INR / 1 GBP,105.577,
10 Jan 2024,1:30:00 PM,INR / 1 EUR,90.8965,
10 Jan 2024,1:30:00 PM,INR / 100 JPY,57.4,
09 Jan 2024,1:30:00 PM,INR / 1 USD,83.1289,
09 Jan 2024,1:30:00 PM,INR / 1 GBP,105.919,
09 Jan 2024,1:30:00 PM,INR / 1 EUR,91.0544,
09 Jan 2024,1:30:00 PM,INR / 100 JPY,57.75,
08 Jan 2024,1:30:00 PM,INR / 1 USD,83.0687,
08 Jan 2024,1:30:00 PM,INR / 1 GBP,105.584,
08 Jan 2024,1:30:00 PM,INR / 1 EUR,90.8932,
08 Jan 2024,1:30:00 PM,INR / 100 JPY,57.59,
05 Jan 2024,1:30:00 PM,INR / 1 USD,83.176,
05 Jan 2024,1:30:00 PM,INR / 1 GBP,105.357,
05 Jan 2024,1:30:00 PM,INR / 1 EUR,90.8803,
05 Jan 2024,1:30:00 PM,INR / 100 JPY,57.26,
04 Jan 2024,1:30:00 PM,INR / 1 USD,83.3002,
04 Jan 2024,1:30:00 PM,INR / 1 GBP,105.555,
04 Jan 2024,1:30:00 PM,INR / 1 EUR,90.9944,
04 Jan 2024,1:30:00 PM,INR / 100 JPY,57.99,
03 Jan 2024,1:30:00 PM,INR / 1 USD,83.3242,
03 Jan 2024,1:30:00 PM,INR / 1 GBP,105.277,
03 Jan 2024,1:30:00 PM,INR / 1 EUR,91.2811,
03 Jan 2024,1:30:00 PM,INR / 100 JPY,58.65,
02 Jan 2024,1:30:00 PM,INR / 1 USD,83.3282,
02 Jan 2024,1:30:00 PM,INR / 1 GBP,106.101,
02 Jan 2024,1:30:00 PM,INR / 1 EUR,91.9232,
02 Jan 2024,1:30:00 PM,INR / 100 JPY,58.9,
01 Jan 2024,1:30:00 PM,INR / 1 USD,83.1975,
01 Jan 2024,1:30:00 PM,INR / 1 GBP,105.948,
01 Jan 2024,1:30:00 PM,INR / 1 EUR,91.8401,
01 Jan 2024,1:30:00 PM,INR / 100 JPY,58.99,
29 Dec 2023,1:30:00 PM,INR / 1 USD,83.1164,
29 Dec 2023,1:30:00 PM,INR / 1 GBP,106.105,
29 Dec 2023,1:30:00 PM,INR / 1 EUR,92.0049,
29 Dec 2023,1:30:00 PM,INR / 100 JPY,58.82,
28 Dec 2023,1:30:00 PM,INR / 1 USD,83.2254,
28 Dec 2023,1:30:00 PM,INR / 1 GBP,106.609,
28 Dec 2023,1:30:00 PM,INR / 1 EUR,92.4523,
28 Dec 2023,1:30:00 PM,INR / 100 JPY,58.94,
27 Dec 2023,1:30:00 PM,INR / 1 USD,83.3226,
27 Dec 2023,1:30:00 PM,INR / 1 GBP,106.089,
27 Dec 2023,1:30:00 PM,INR / 1 EUR,92.0154,
27 Dec 2023,1:30:00 PM,INR / 100 JPY,58.41,
26 Dec 2023,1:30:00 PM,INR / 1 USD,83.1703,
26 Dec 2023,1:30:00 PM,INR / 1 GBP,105.669,
26 Dec 2023,1:30:00 PM,INR / 1 EUR,91.6836,
26 Dec 2023,1:30:00 PM,INR / 100 JPY,58.45,
22 Dec 2023,1:30:00 PM,INR / 1 USD,83.2493,
22 Dec 2023,1:30:00 PM,INR / 1 GBP,105.622,
22 Dec 2023,1:30:00 PM,INR / 1 EUR,91.5559,
22 Dec 2023,1:30:00 PM,INR / 100 JPY,58.49,
21 Dec 2023,1:30:00 PM,INR / 1 USD,83.2729,
21 Dec 2023,1:30:00 PM,INR / 1 GBP,105.228,
21 Dec 2023,1:30:00 PM,INR / 1 EUR,91.1572,
21 Dec 2023,1:30:00 PM,INR / 100 JPY,58.21,
20 Dec 2023,1:30:00 PM,INR / 1 USD,83.1523,
20 Dec 2023,1:30:00 PM,INR / 1 GBP,105.751,
20 Dec 2023,1:30:00 PM,INR / 1 EUR,91.146,
20 Dec 2023,1:30:00 PM,INR / 100 JPY,57.86,
19 Dec 2023,1:30:00 PM,INR / 1 USD,83.179,
19 Dec 2023,1:30:00 PM,INR / 1 GBP,105.264,
19 Dec 2023,1:30:00 PM,INR / 1 EUR,90.8664,
19 Dec 2023,1:30:00 PM,INR / 100 JPY,57.95,
18 Dec 2023,1:30:00 PM,INR / 1 USD,83.0173,
18 Dec 2023,1:30:00 PM,INR / 1 GBP,105.351,
18 Dec 2023,1:30:00 PM,INR / 1 EUR,90.6311,
18 Dec 2023,1:30:00 PM,INR / 100 JPY,58.36,
15 Dec 2023,1:30:00 PM,INR / 1 USD,83.1802,
15 Dec 2023,1:30:00 PM,INR / 1 GBP,106.12,
15 Dec 2023,1:30:00 PM,INR / 1 EUR,91.3696,
15 Dec 2023,1:30:00 PM,INR / 100 JPY,58.6,
14 Dec 2023,1:30:00 PM,INR / 1 USD,83.35,
14 Dec 2023,1:30:00 PM,INR / 1 GBP,105.352,
14 Dec 2023,1:30:00 PM,INR / 1 EUR,90.8593,
14 Dec 2023,1:30:00 PM,INR / 100 JPY,58.82,
13 Dec 2023,1:30:00 PM,INR / 1 USD,83.395,
13 Dec 2023,1:30:00 PM,INR / 1 GBP,104.658,
13 Dec 2023,1:30:00 PM,INR / 1 EUR,89.9276,
13 Dec 2023,1:30:00 PM,INR / 100 JPY,57.2,
12 Dec 2023,1:30:00 PM,INR / 1 USD,83.38,
12 Dec 2023,1:30:00 PM,INR / 1 GBP,104.869,
12 Dec 2023,1:30:00 PM,INR / 1 EUR,89.803,
12 Dec 2023,1:30:00 PM,INR / 100 JPY,57.34,
11 Dec 2023,1:30:00 PM,INR / 1 USD,83.3872,
11 Dec 2023,1:30:00 PM,INR / 1 GBP,104.597,
11 Dec 2023,1:30:00 PM,INR / 1 EUR,89.7969,
11 Dec 2023,1:30:00 PM,INR / 100 JPY,57.3,
08 Dec 2023,1:30:00 PM,INR / 1 USD,83.3681,
08 Dec 2023,1:30:00 PM,INR / 1 GBP,104.916,
08 Dec 2023,1:30:00 PM,INR / 1 EUR,89.8992,
08 Dec 2023,1:30:00 PM,INR / 100 JPY,57.88,
07 Dec 2023,1:30:00 PM,INR / 1 USD,83.365,
07 Dec 2023,1:30:00 PM,INR / 1 GBP,104.675,
07 Dec 2023,1:30:00 PM,INR / 1 EUR,89.7352,
07 Dec 2023,1:30:00 PM,INR / 100 JPY,56.99,
06 Dec 2023,1:30:00 PM,INR / 1 USD,83.3544,
06 Dec 2023,1:30:00 PM,INR / 1 GBP,105.065,
06 Dec 2023,1:30:00 PM,INR / 1 EUR,89.9505,
06 Dec 2023,1:30:00 PM,INR / 100 JPY,56.63,
05 Dec 2023,1:30:00 PM,INR / 1 USD,83.3931,
05 Dec 2023,1:30:00 PM,INR / 1 GBP,105.362,
05 Dec 2023,1:30:00 PM,INR / 1 EUR,90.3881,
05 Dec 2023,1:30:00 PM,INR / 100 JPY,56.78,
04 Dec 2023,1:30:00 PM,INR / 1 USD,83.3357,
04 Dec 2023,1:30:00 PM,INR / 1 GBP,105.705,
04 Dec 2023,1:30:00 PM,INR / 1 EUR,90.6276,
04 Dec 2023,1:30:00 PM,INR / 100 JPY,56.81,
01 Dec 2023,1:30:00 PM,INR / 1 USD,83.3602,
01 Dec 2023,1:30:00 PM,INR / 1 GBP,105.369,
01 Dec 2023,1:30:00 PM,INR / 1 EUR,90.9404,
01 Dec 2023,1:30:00 PM,INR / 100 JPY,56.27,
30 Nov 2023,1:30:00 PM,INR / 1 USD,83.35,
30 Nov 2023,1:30:00 PM,INR / 1 GBP,105.868,
30 Nov 2023,1:30:00 PM,INR / 1 EUR,91.4816,
30 Nov 2023,1:30:00 PM,INR / 100 JPY,56.68,
29 Nov 2023,1:30:00 PM,INR / 1 USD,83.3191,
29 Nov 2023,1:30:00 PM,INR / 1 GBP,105.921,
29 Nov 2023,1:30:00 PM,INR / 1 EUR,91.6443,
29 Nov 2023,1:30:00 PM,INR / 100 JPY,56.59,
28 Nov 2023,1:30:00 PM,INR / 1 USD,83.3926,
28 Nov 2023,1:30:00 PM,INR / 1 GBP,105.296,
28 Nov 2023,1:30:00 PM,INR / 1 EUR,91.3149,
